object_probs,left,top,right,bottom
truck 0.66062,685,378,899,534
car 0.67120,679,381,894,534
truck 0.53271,376,540,602,707
motorbike 0.96377,494,440,535,495
motorbike 0.96358,590,423,640,488
motorbike 0.77195,400,344,446,395
motorbike 0.75033,569,262,613,311
motorbike 0.72353,119,505,165,568
car 0.99016,283,290,362,361
car 0.94759,235,396,356,499
car 0.94219,305,235,337,263
car 0.85073,366,551,604,715
car 0.81690,290,200,313,217
car 0.74363,216,352,299,421
person 0.95405,587,388,632,441
person 0.90665,491,401,531,461
person 0.85179,404,322,444,381
