object_probs,left,top,right,bottom
motorbike 0.92091,868,377,934,446
motorbike 0.86462,657,514,738,602
motorbike 0.71266,936,502,1010,576
motorbike 0.64570,610,644,685,718
car 0.99084,432,303,535,387
car 0.98948,292,245,361,302
car 0.98609,257,330,349,422
car 0.98565,531,294,660,372
car 0.98536,684,339,863,454
car 0.97635,502,356,643,459
car 0.97076,935,543,1077,719
car 0.95720,632,414,834,537
car 0.93555,258,538,462,707
person 0.85244,547,671,609,719
person 0.74251,600,574,677,698
person 0.65460,667,476,718,553
person 0.62324,955,466,1008,529
person 0.61907,871,355,923,434
