object_probs,left,top,right,bottom
truck 0.81852,327,489,641,702
truck 0.78459,749,563,1060,719
motorbike 0.95322,830,404,897,466
motorbike 0.84400,317,228,334,252
motorbike 0.72991,982,458,1066,540
motorbike 0.68301,151,536,197,624
motorbike 0.67135,371,286,393,315
motorbike 0.64993,424,438,469,508
car 0.93237,416,268,521,356
car 0.92449,285,422,438,605
car 0.89800,206,360,336,486
car 0.50789,663,357,845,514
person 0.93227,368,269,392,303
person 0.76923,494,273,522,309
person 0.75990,315,213,331,243
person 0.65209,594,566,645,634
person 0.59216,839,379,884,447
