object_probs,left,top,right,bottom
motorbike 0.96877,334,287,352,318
motorbike 0.92611,545,310,581,348
motorbike 0.91617,478,327,510,363
person 0.52978 motorbike 0.91463,426,309,453,347
person 0.59997 motorbike 0.90285,374,289,402,327
motorbike 0.77985,154,557,201,634
person 0.89018 motorbike 0.62428,332,274,351,305
car 0.92795,285,211,319,241
person 0.75076,476,304,511,359
person 0.66941,148,501,193,614
person 0.62849,427,300,453,326
person 0.62117,549,295,578,325
person 0.60662,543,288,582,341
person 0.52758,376,282,398,306
person 0.51716,477,303,501,324
