object_probs,left,top,right,bottom
truck 0.84511,343,496,605,710
bus 0.77274,816,431,1047,580
motorbike 0.74711,463,286,488,317
person 0.81272,462,272,486,309
motorbike 0.65040,414,254,436,285
motorbike 0.63579,152,542,199,621
motorbike 0.61064,776,380,836,435
motorbike 0.59188,439,333,469,369
motorbike 0.58038,582,264,630,308
motorbike 0.56235,632,318,670,375
car 0.93807,227,354,330,487
car 0.92403,285,423,439,597
car 0.91998,506,311,642,414
person 0.87998,331,358,367,417
person 0.73143,532,493,599,553
person 0.66992,439,317,463,340
person 0.51699,790,378,837,437
person 0.51604,780,361,825,425
