object_probs,left,top,right,bottom
truck 0.83534,341,512,625,707
car 0.74612 truck 0.53108,214,356,338,485
bus 0.52696,850,434,1073,663
motorbike 0.95963,680,482,742,550
motorbike 0.90562,437,270,465,305
motorbike 0.78761,150,538,198,622
person 0.81164 motorbike 0.73490,359,272,381,312
motorbike 0.58622,581,272,613,305
motorbike 0.52914,594,269,623,303
car 0.91891,635,354,817,493
car 0.84175,283,422,441,599
person 0.96882,686,443,736,508
person 0.95900,470,481,519,525
person 0.86744,294,640,363,717
person 0.68095,560,509,617,605
person 0.63543,242,653,279,717
