object_probs,left,top,right,bottom
truck 0.87290,339,510,616,703
motorbike 0.91257,705,357,752,427
person 0.55984 motorbike 0.86024,336,252,354,280
motorbike 0.80015,772,359,819,419
motorbike 0.77295,351,366,387,424
motorbike 0.76152,539,302,573,362
motorbike 0.71032,151,538,198,623
motorbike 0.55742,593,268,624,303
car 0.99186,368,256,450,320
car 0.95047,283,424,440,602
car 0.83648,218,359,343,484
car 0.59282,569,324,706,445
person 0.69764,594,565,645,634
person 0.66927,342,234,359,261
person 0.64655,645,315,664,341
person 0.51807,354,351,377,383
