object_probs,left,top,right,bottom
truck 0.91293,825,293,1073,601
truck 0.69549,334,208,405,276
person 0.58396 motorbike 0.96851,474,271,499,303
motorbike 0.96344,537,304,570,341
motorbike 0.89710,757,364,806,419
motorbike 0.65357,430,250,452,283
motorbike 0.63622,416,249,441,281
motorbike 0.59450,295,226,306,254
person 0.81274 motorbike 0.56733,538,291,567,325
motorbike 0.52641,358,395,394,463
car 0.98254,385,310,481,385
car 0.53312,291,198,315,219
person 0.72936,536,282,555,304
person 0.68261,354,377,389,445
person 0.58715,763,350,791,384
