object_probs,left,top,right,bottom
motorbike 0.96320,458,329,488,369
person 0.86049 motorbike 0.85182,352,291,374,325
motorbike 0.84801,397,307,426,349
motorbike 0.79659,517,345,549,385
motorbike 0.76289,152,531,199,627
motorbike 0.74064,601,329,637,368
motorbike 0.61729,355,307,375,335
car 0.82048,296,222,332,250
car 0.57051,292,214,316,236
person 0.87729,514,324,552,378
person 0.82560,458,312,484,348
person 0.81929,517,321,542,345
person 0.64971,401,299,423,327
person 0.56098,149,503,193,611
person 0.53762,604,305,647,360
person 0.52901,351,284,368,304
