object_probs,left,top,right,bottom
truck 0.89381,342,508,618,704
motorbike 0.87272,775,403,833,456
motorbike 0.80332,841,383,887,442
motorbike 0.74675,345,267,366,297
motorbike 0.67148,153,560,199,631
motorbike 0.52388,768,389,790,430
motorbike 0.51583,594,269,623,304
car 0.98714,385,268,472,332
car 0.94173,283,427,441,604
car 0.79845,214,355,338,486
car 0.72224,600,341,751,474
person 0.91938,700,334,724,366
person 0.76563,594,565,645,634
person 0.75684,768,373,788,413
person 0.61311,786,371,809,408
person 0.51108,370,368,410,425
