object_probs,left,top,right,bottom
truck 0.92399,344,511,619,708
motorbike 0.96400,535,305,567,341
motorbike 0.86094,432,272,452,300
person 0.71716 motorbike 0.85212,311,253,330,282
motorbike 0.84272,243,577,286,663
motorbike 0.78318,155,563,198,633
person 0.79746 motorbike 0.77793,398,270,420,304
motorbike 0.61895,355,248,373,269
car 0.98122,220,363,333,455
car 0.92747,287,422,442,597
person 0.92409,234,523,286,626
person 0.75723,535,290,565,327
person 0.67729,595,266,621,304
person 0.66620,144,512,193,606
