object_probs,left,top,right,bottom
truck 0.94612,360,524,613,709
truck 0.55009,650,365,849,499
bus 0.83536,858,437,1074,648
motorbike 0.84872,739,512,820,590
motorbike 0.80216,403,251,421,280
motorbike 0.74349,573,265,617,310
motorbike 0.74108,391,391,430,466
motorbike 0.63341,152,560,197,630
car 0.94209,281,429,451,599
car 0.85474,642,358,842,506
car 0.79094,210,356,336,487
car 0.73687,314,245,337,277
person 0.95726,749,461,803,533
person 0.81159,389,376,425,455
person 0.76741,292,645,361,717
person 0.51997,569,512,621,600
