object_probs,left,top,right,bottom
truck 0.84730,347,510,622,709
truck 0.53917,788,476,1076,709
motorbike 0.96171,704,496,768,570
motorbike 0.95310,373,288,396,324
motorbike 0.91556,459,284,489,317
motorbike 0.68747,150,539,198,623
person 0.86330,459,272,484,309
car 0.87756,284,422,439,602
car 0.87254,639,354,826,495
car 0.80362,224,350,328,488
person 0.97248,709,449,762,537
person 0.83355,369,276,392,309
person 0.71443,556,506,623,619
person 0.70850,294,642,362,716
person 0.63565,197,623,268,705
person 0.57081,478,484,525,532
person 0.54686,596,268,623,303
