object_probs,left,top,right,bottom
motorbike 0.97087,528,444,588,497
motorbike 0.81146,935,503,1012,575
motorbike 0.76470,817,355,864,423
motorbike 0.55524,602,598,683,718
car 0.99765,407,293,501,369
car 0.99604,620,420,832,555
car 0.99550,496,277,609,352
car 0.99212,491,345,640,444
car 0.97591,618,320,768,416
car 0.96418,935,543,1079,719
car 0.95013,283,240,328,287
car 0.94271,254,497,441,711
person 0.91940,547,671,609,719
person 0.87587,818,339,857,408
person 0.86258,527,405,574,467
person 0.74397,950,468,1011,527
