object_probs,left,top,right,bottom
truck 0.90713,347,507,613,712
bus 0.72636,845,430,1067,643
motorbike 0.92536,516,383,554,438
motorbike 0.83141,149,535,199,622
motorbike 0.76478,329,232,344,256
motorbike 0.75993,529,287,570,342
motorbike 0.54588,230,521,281,595
motorbike 0.50543,399,438,447,505
car 0.97865,285,424,439,603
car 0.95917,218,364,340,486
car 0.94940,567,329,713,449
person 0.86237,515,358,551,427
person 0.72122,223,489,280,581
person 0.68098,144,513,196,607
person 0.64760,516,360,543,388
person 0.64442,286,232,302,261
person 0.51715,390,408,434,464
