object_probs,left,top,right,bottom
truck 0.94362,321,497,631,707
car 0.75738 truck 0.56374,597,345,774,477
bus 0.72376,851,440,1073,650
person 0.67539 motorbike 0.95266,314,250,334,282
motorbike 0.94218,586,417,636,487
motorbike 0.93191,836,409,900,461
person 0.72395 motorbike 0.76963,371,249,390,279
motorbike 0.75076,149,539,198,620
car 0.96027,285,424,442,596
car 0.89063,210,351,336,484
car 0.50469,288,198,313,218
person 0.63829,849,379,878,413
person 0.61972,588,395,631,475
person 0.60556,844,381,888,444
person 0.55910,446,446,488,508
