object_probs,left,top,right,bottom
truck 0.78659,340,496,611,706
bus 0.79783,811,425,1038,578
motorbike 0.89897,436,330,465,368
motorbike 0.81587,745,366,811,420
motorbike 0.76205,611,318,652,372
motorbike 0.70751,153,538,198,622
car 0.95774,502,303,628,409
car 0.95610,218,358,338,487
car 0.80589,286,421,437,601
person 0.89657,451,271,472,304
person 0.81142,434,315,462,344
person 0.73650,530,494,580,571
person 0.68892,756,360,803,421
person 0.51059,760,351,792,389
person 0.50567,594,566,644,635
