object_probs,left,top,right,bottom
truck 0.94831,333,506,629,703
truck 0.55953,753,587,1053,719
bus 0.80235,732,377,913,562
person 0.68252 motorbike 0.88217,391,284,416,327
motorbike 0.75719,575,312,610,347
motorbike 0.72161,350,232,374,262
motorbike 0.69087,151,538,197,622
motorbike 0.50811,469,463,519,527
car 0.96822,453,278,559,375
car 0.92777,219,360,340,486
car 0.84170,285,421,439,600
car 0.77519,1029,469,1079,560
car 0.67631,217,341,295,409
person 0.69064,469,442,514,509
person 0.64960,594,566,645,632
person 0.57991,595,267,623,302
person 0.57060,389,280,413,308
person 0.56033,574,293,603,322
