object_probs,left,top,right,bottom
truck 0.93242,362,518,613,711
truck 0.50963,651,364,848,503
bus 0.81456,856,438,1073,649
motorbike 0.83476,408,254,430,285
motorbike 0.76956,756,517,837,599
motorbike 0.71794,573,264,617,310
motorbike 0.67146,395,392,441,470
person 0.50907,576,271,613,306
motorbike 0.61633,152,559,198,630
motorbike 0.57433,320,250,340,278
car 0.94688,282,429,451,602
car 0.83851,643,357,839,512
car 0.82713,212,359,338,486
person 0.79801,292,645,361,717
person 0.76058,765,472,822,555
person 0.70978,397,377,438,453
