object_probs,left,top,right,bottom
bus 0.50236 truck 0.75091,829,298,1075,614
truck 0.72152,338,208,413,276
motorbike 0.96860,539,303,572,342
person 0.73175 motorbike 0.96727,476,272,500,303
person 0.76235 motorbike 0.83017,432,250,452,283
motorbike 0.80149,762,361,808,419
motorbike 0.73435,359,392,396,464
motorbike 0.71635,295,227,307,256
person 0.85212 motorbike 0.58904,540,290,569,327
car 0.97928,389,308,494,389
car 0.57890,290,198,315,219
person 0.60688,766,349,795,386
person 0.54603,538,282,558,304
person 0.51006,762,344,802,406
