object_probs,left,top,right,bottom
truck 0.91487,329,506,630,705
truck 0.59016,748,589,1051,719
bus 0.82610,744,388,949,595
motorbike 0.68830,608,328,644,367
person 0.58478 motorbike 0.68539,375,247,394,276
motorbike 0.63771,151,541,197,620
person 0.83978 motorbike 0.56089,398,288,425,328
motorbike 0.50747,594,307,641,356
car 0.96160,462,283,570,388
car 0.94885,221,363,340,486
car 0.85202,285,421,444,600
car 0.50776,220,349,295,421
person 0.79437,585,261,628,312
person 0.77314,482,453,529,506
person 0.75176,490,270,517,293
person 0.67570,594,565,645,633
person 0.54007,140,502,183,571
