object_probs,left,top,right,bottom
truck 0.74924,350,203,442,289
motorbike 0.94833,888,420,960,478
motorbike 0.93239,598,328,639,367
motorbike 0.93036,527,287,560,324
motorbike 0.90644,476,268,500,303
motorbike 0.86545,403,441,452,502
person 0.60664 motorbike 0.62643,454,254,478,283
motorbike 0.56356,454,266,478,294
car 0.99137,448,340,586,443
person 0.88535,404,403,449,467
person 0.85949,598,304,637,363
person 0.70721,530,279,558,307
person 0.63140,899,395,946,468
person 0.62799,474,256,497,281
person 0.59366,604,302,624,328
person 0.59058,602,309,630,342
