object_probs,left,top,right,bottom
motorbike 0.87279,934,503,1012,575
motorbike 0.85880,453,398,506,455
motorbike 0.81810,789,356,836,416
person 0.61615,451,374,497,446
car 0.99748,383,280,479,352
car 0.99545,477,345,618,445
car 0.99467,487,273,580,336
car 0.99223,618,416,829,558
car 0.97833,581,309,724,405
car 0.97677,935,544,1079,719
car 0.97261,248,495,430,704
car 0.78667,279,233,308,270
person 0.96267,547,672,609,719
person 0.81487,790,334,833,409
person 0.73166,949,468,1013,529
person 0.57843,596,563,629,641
