object_probs,left,top,right,bottom
truck 0.92122,334,503,614,708
bus 0.59163,850,429,1070,627
motorbike 0.92547,311,230,330,253
motorbike 0.88895,802,379,852,443
motorbike 0.87465,489,371,522,415
motorbike 0.86822,487,287,515,323
car 0.98551,542,323,687,440
car 0.97195,285,426,440,599
car 0.97065,214,362,337,486
person 0.93663,370,387,413,443
person 0.86804,801,361,844,423
person 0.73859,489,342,513,370
person 0.62705,488,342,522,406
person 0.62204,491,351,518,381
person 0.53711,311,213,329,240
