object_probs,left,top,right,bottom
motorbike 0.90548,865,380,925,445
motorbike 0.86352,641,519,719,591
motorbike 0.72180,936,502,1010,576
car 0.99484,293,246,356,300
car 0.99078,526,293,659,370
car 0.98982,676,339,845,454
car 0.98929,632,415,833,559
car 0.98613,254,329,345,418
car 0.98576,501,355,642,458
car 0.98231,430,302,534,386
car 0.97169,935,543,1078,719
car 0.94228,258,538,463,706
person 0.85271,864,354,909,426
person 0.84536,547,671,609,719
person 0.74989,950,466,1012,530
person 0.69210,648,469,702,559
person 0.56996,601,573,681,700
