object_probs,left,top,right,bottom
truck 0.53355,790,420,1032,608
motorbike 0.94195,572,308,600,343
motorbike 0.90972,369,293,396,324
motorbike 0.83810,155,543,208,610
motorbike 0.65592,370,271,398,300
motorbike 0.51609,607,495,704,584
car 0.99316,361,339,474,445
car 0.99097,214,350,306,429
car 0.97946,279,438,424,579
car 0.79867,307,322,334,368
car 0.76938,814,418,1040,610
person 0.95743,574,288,600,329
person 0.87654,152,515,204,599
person 0.80025,408,626,485,704
person 0.78671,639,457,697,539
