object_probs,left,top,right,bottom
truck 0.92269,341,508,620,703
truck 0.50334,746,555,1064,719
motorbike 0.86843,349,269,368,297
motorbike 0.85700,589,320,629,383
motorbike 0.79180,795,395,862,463
motorbike 0.66291,152,536,198,624
motorbike 0.65690,385,400,426,463
motorbike 0.64869,855,397,917,455
motorbike 0.57149,580,274,612,307
car 0.97846,390,265,476,335
car 0.92464,284,427,440,605
car 0.82417,609,339,766,479
car 0.77267,216,357,338,485
person 0.75526,595,565,645,634
person 0.70839,348,254,369,277
person 0.64752,721,337,742,370
person 0.62241,383,378,422,446
person 0.61261,383,376,415,410
person 0.56825,369,235,387,263
