object_probs,left,top,right,bottom
motorbike 0.91695,595,479,663,552
motorbike 0.83108,841,378,898,433
motorbike 0.82635,935,502,1012,575
motorbike 0.60179,600,597,683,718
car 0.99507,421,294,524,378
car 0.99089,498,351,643,458
car 0.98736,293,244,347,293
car 0.98340,518,287,632,360
car 0.97341,936,543,1078,719
car 0.97184,618,416,827,557
car 0.96019,657,328,814,441
car 0.94486,233,324,332,404
car 0.93714,253,536,459,705
person 0.90086,546,670,609,719
person 0.74524,949,466,1012,528
person 0.61493,603,449,657,537
