object_probs,left,top,right,bottom
truck 0.57083,288,483,527,690
motorbike 0.95380,775,551,853,656
motorbike 0.92641,876,519,958,636
motorbike 0.88359,644,509,698,595
motorbike 0.61568,1057,571,1079,674
motorbike 0.57049,154,559,202,634
car 0.97850,259,275,313,339
car 0.85893,396,250,448,293
car 0.59377,289,199,314,219
car 0.52719,398,240,441,262
car 0.50372,316,507,528,693
person 0.81809,636,471,683,557
person 0.72235,144,501,194,612
person 0.70290,778,509,848,601
person 0.63685,879,493,955,615
person 0.56384,290,250,308,280
person 0.52091,308,254,328,287
