object_probs,left,top,right,bottom
motorbike 0.94600,396,329,425,370
motorbike 0.94527,604,380,646,437
motorbike 0.92947,743,381,800,437
motorbike 0.89064,525,357,563,415
motorbike 0.80418,156,559,202,633
motorbike 0.67736,456,351,488,392
person 0.57006,456,339,492,395
car 0.87174,313,221,357,258
car 0.70000,208,354,332,486
car 0.61832,291,209,314,239
car 0.51676,289,198,315,219
person 0.96252,746,355,797,430
person 0.88173,455,332,487,368
person 0.86774,604,357,645,426
person 0.84738,395,312,422,349
person 0.80613,524,343,562,405
person 0.56018,147,507,194,607
person 0.50534,605,356,631,387
