object_probs,left,top,right,bottom
truck 0.58778,885,358,1079,649
motorbike 0.95853,557,311,591,346
motorbike 0.91667,798,384,858,439
person 0.65662 motorbike 0.88917,493,271,518,307
person 0.70666 motorbike 0.82065,437,252,460,283
motorbike 0.80782,370,417,413,476
car 0.96311,409,318,522,408
car 0.54796,290,199,315,220
person 0.80557,558,292,585,324
person 0.79967,805,360,847,423
person 0.68424,370,384,408,448
person 0.65106,808,358,838,391
person 0.58883,376,395,417,473
person 0.58830,553,287,592,342
