object_probs,left,top,right,bottom
truck 0.66119,401,543,663,715
truck 0.59894,656,363,845,505
bus 0.94901,872,433,1076,640
motorbike 0.92612,498,290,526,324
person 0.57661 motorbike 0.84509,325,254,348,280
motorbike 0.81922,486,461,537,530
motorbike 0.80958,364,271,389,307
motorbike 0.74482,576,271,612,306
motorbike 0.59305,297,234,317,258
motorbike 0.52667,305,237,330,259
car 0.97334,287,426,447,600
car 0.86141,650,359,837,512
car 0.82178,215,360,341,487
person 0.82200,293,647,366,718
person 0.71250,485,421,529,486
person 0.61236,495,276,521,304
person 0.60378,941,543,989,602
