object_probs,left,top,right,bottom
motorbike 0.94641,413,332,439,364
motorbike 0.88826,470,329,499,372
motorbike 0.73986,534,351,565,391
motorbike 0.72589,152,532,200,626
motorbike 0.71743,628,336,670,388
person 0.72146 motorbike 0.70545,358,293,379,327
motorbike 0.66357,360,306,382,337
motorbike 0.62319,475,345,498,379
person 0.62642,627,321,666,382
car 0.87930,298,221,335,253
person 0.90122,407,307,436,347
person 0.77957,471,317,496,346
person 0.75726,529,325,566,383
person 0.58396,630,315,661,348
person 0.55514,410,303,432,326
