object_probs,left,top,right,bottom
truck 0.94069,323,499,628,706
car 0.74847 truck 0.54297,596,345,772,477
truck 0.50292,735,501,1078,719
bus 0.70229,849,439,1071,654
motorbike 0.93900,313,249,333,280
motorbike 0.89414,825,406,891,461
motorbike 0.86866,581,412,632,488
motorbike 0.76078,148,538,198,620
motorbike 0.60042,369,250,388,277
car 0.95718,284,423,441,599
car 0.88669,209,352,335,483
person 0.77790,838,379,879,447
person 0.56027,239,544,288,615
person 0.54831,841,378,870,415
person 0.52361,143,518,195,603
