object_probs,left,top,right,bottom
truck 0.76263,350,203,442,290
motorbike 0.94816,888,420,960,478
motorbike 0.92868,597,328,639,367
motorbike 0.92299,527,288,560,324
person 0.55998 motorbike 0.89434,476,268,500,302
motorbike 0.81626,402,441,452,502
person 0.63542 motorbike 0.58959,455,255,477,283
motorbike 0.56926,454,266,478,294
car 0.98345,448,339,587,446
person 0.88737,404,404,449,467
person 0.88382,599,304,637,363
person 0.74421,530,279,557,306
person 0.64096,474,257,498,281
person 0.59637,898,395,946,468
person 0.58339,603,302,624,327
person 0.55475,602,309,631,341
