object_probs,left,top,right,bottom
truck 0.91299,352,510,618,709
motorbike 0.93862,488,289,518,329
motorbike 0.89018,947,416,1029,495
motorbike 0.88716,759,382,811,445
motorbike 0.70818,408,326,431,369
motorbike 0.60095,147,538,197,623
car 0.95747,236,376,369,489
car 0.90518,195,304,249,362
car 0.85268,290,421,434,600
car 0.54492,246,194,268,214
car 0.53257,290,198,313,217
person 0.58423,759,366,803,424
person 0.56275,402,305,423,346
person 0.53069,596,268,621,304
person 0.53026,401,308,434,366
person 0.52090,964,394,1011,467
