object_probs,left,top,right,bottom
truck 0.67694,294,445,492,663
truck 0.55037,671,371,872,524
bus 0.95111,871,433,1073,664
motorbike 0.92244,342,288,374,324
motorbike 0.86674,757,585,884,695
motorbike 0.82073,391,326,416,365
motorbike 0.69267,468,321,504,382
motorbike 0.63686,572,263,616,310
motorbike 0.58461,153,559,198,630
motorbike 0.55084,694,648,783,719
motorbike 0.54386,475,346,504,387
person 0.59559 motorbike 0.54182,390,312,413,345
car 0.92290,209,357,338,481
car 0.76367,308,434,494,674
car 0.68186,672,362,874,515
person 0.80606,345,275,370,305
person 0.68797,466,318,498,347
person 0.59926,782,546,854,615
