object_probs,left,top,right,bottom
truck 0.88054,354,517,618,709
bus 0.85362,854,431,1072,655
person 0.52539 motorbike 0.82635,422,253,444,287
person 0.60623 motorbike 0.81760,328,255,348,285
motorbike 0.76521,781,540,862,608
motorbike 0.73238,419,414,463,483
motorbike 0.73069,574,264,617,310
motorbike 0.69123,332,265,351,292
motorbike 0.58296,152,559,198,630
car 0.94170,282,428,451,603
car 0.87185,645,358,837,509
car 0.81068,212,360,340,486
person 0.89553,788,484,854,547
person 0.87777,410,387,451,472
person 0.83889,292,645,361,718
person 0.50802,569,511,621,600
