object_probs,left,top,right,bottom
truck 0.86458,336,499,630,708
motorbike 0.93871,496,290,525,325
motorbike 0.79648,338,231,355,257
person 0.51548 motorbike 0.76338,299,251,317,280
person 0.73304 motorbike 0.68282,403,253,422,285
motorbike 0.63903,363,266,381,293
motorbike 0.52187,154,560,199,635
car 0.98433,224,357,319,451
car 0.93151,290,418,440,601
car 0.57593,1016,561,1079,712
person 0.89086,229,494,275,619
person 0.73076,497,275,520,305
person 0.68675,596,267,622,303
person 0.57394,136,504,204,618
