object_probs,left,top,right,bottom
motorbike 0.87571,601,483,669,551
motorbike 0.82916,935,503,1011,575
motorbike 0.80897,840,379,900,434
motorbike 0.60814,601,599,683,717
car 0.99200,293,246,349,293
car 0.99120,423,300,524,382
car 0.99046,499,351,641,458
car 0.98833,659,333,822,445
car 0.98454,619,419,826,556
car 0.98156,518,285,635,360
car 0.97383,935,542,1079,719
car 0.95600,238,325,332,405
car 0.94620,254,537,460,706
person 0.91854,547,671,609,719
person 0.82703,609,448,662,536
person 0.81526,950,466,1011,528
person 0.59581,841,356,888,424
