object_probs,left,top,right,bottom
truck 0.93162,338,502,614,708
bus 0.59796,848,430,1067,631
motorbike 0.93109,498,291,531,327
motorbike 0.93057,498,364,533,420
motorbike 0.90357,841,402,891,460
motorbike 0.81963,316,232,333,253
motorbike 0.64684,216,503,264,570
motorbike 0.55947,583,262,628,309
motorbike 0.53898,154,562,198,630
car 0.97405,554,328,698,445
car 0.96623,286,425,438,601
car 0.96252,213,363,339,484
person 0.91737,841,374,887,447
person 0.88398,382,393,425,441
person 0.72689,498,352,524,381
