object_probs,left,top,right,bottom
truck 0.79156,339,507,617,707
bus 0.79369,791,415,1018,577
motorbike 0.83777,431,326,456,363
person 0.67302 motorbike 0.79318,393,249,413,281
motorbike 0.72997,152,539,198,621
motorbike 0.57638,707,363,767,410
motorbike 0.57342,194,484,242,553
motorbike 0.54252,579,291,607,326
car 0.97480,496,302,612,408
car 0.93277,219,364,335,485
car 0.82233,285,422,438,597
person 0.89148,524,481,575,552
person 0.86385,428,272,452,303
person 0.78052,721,337,747,370
person 0.68196,429,310,455,346
person 0.62361,593,566,645,635
person 0.50630,714,341,758,401
