object_probs,left,top,right,bottom
truck 0.88081,344,502,621,711
motorbike 0.96442,843,424,908,486
motorbike 0.91794,518,308,546,344
motorbike 0.76534,415,323,448,381
motorbike 0.62370,1045,448,1078,537
motorbike 0.52172,146,535,197,622
car 0.95669,236,377,371,486
car 0.91604,190,316,256,372
car 0.83639,288,422,435,602
car 0.51470,289,200,312,216
person 0.83723,513,293,539,325
person 0.67711,852,395,901,473
person 0.65416,595,267,620,303
person 0.63397,417,319,439,346
person 0.53407,583,273,608,305
