object_probs,left,top,right,bottom
truck 0.76597,349,203,442,290
motorbike 0.94685,887,420,960,478
motorbike 0.92426,527,287,560,324
motorbike 0.92397,598,328,639,368
person 0.54338 motorbike 0.90401,476,268,500,303
motorbike 0.84061,402,441,452,503
person 0.63303 motorbike 0.61105,455,255,478,283
motorbike 0.57497,454,266,478,294
car 0.98740,448,340,587,445
person 0.87013,404,404,449,466
person 0.85761,598,304,637,363
person 0.74255,530,279,558,307
person 0.64046,603,302,624,327
person 0.62364,474,257,498,281
person 0.58369,898,395,947,468
person 0.57929,602,308,631,341
