object_probs,left,top,right,bottom
truck 0.88926,349,522,624,710
car 0.72264 truck 0.69545,629,352,813,493
bus 0.60575,858,443,1077,656
motorbike 0.95273,650,462,703,528
motorbike 0.91994,414,265,437,297
motorbike 0.83577,344,267,367,303
motorbike 0.77225,818,397,879,451
motorbike 0.75277,154,560,199,629
motorbike 0.52870,581,271,614,305
car 0.91523,285,423,443,594
car 0.85100,220,361,339,482
person 0.97200,465,471,515,520
person 0.96889,650,423,696,486
person 0.78319,308,643,365,719
person 0.61863,555,507,623,570
person 0.56579,221,649,266,718
person 0.54751,831,359,850,395
