object_probs,left,top,right,bottom
car 0.66389 truck 0.60923,235,380,378,539
motorbike 0.96839,526,401,569,459
motorbike 0.94586,605,401,655,466
motorbike 0.94075,932,434,1012,516
motorbike 0.88804,454,371,483,414
motorbike 0.88723,705,410,760,495
motorbike 0.78586,155,562,202,632
person 0.51468 motorbike 0.66122,301,230,317,257
car 0.93570,337,233,377,264
car 0.70544,289,199,314,217
person 0.96268,526,377,567,448
person 0.84582,607,377,650,451
person 0.83990,707,399,754,473
person 0.74911,146,502,194,612
person 0.72538,946,410,997,502
person 0.66049,450,342,474,368
person 0.65160,451,353,479,385
person 0.56809,449,344,483,403
person 0.53744,529,378,563,410
person 0.52025,610,377,641,411
