object_probs,left,top,right,bottom
motorbike 0.95260,554,376,594,433
motorbike 0.94928,806,401,873,463
motorbike 0.93774,640,394,686,460
motorbike 0.87602,417,344,446,389
motorbike 0.87289,482,359,519,423
motorbike 0.81413,155,559,202,632
motorbike 0.73799,298,227,310,250
person 0.50231,554,360,593,427
person 0.56744,640,374,684,450
car 0.95806,319,228,365,260
car 0.78086,288,198,316,219
car 0.73804,217,358,345,503
person 0.82850,816,373,863,454
person 0.77162,147,503,194,611
person 0.74064,414,324,448,382
person 0.72158,481,344,519,409
person 0.66210,558,353,584,387
person 0.54930,480,348,509,385
