object_probs,left,top,right,bottom
motorbike 0.94877,904,603,1016,718
person 0.57050 motorbike 0.90342,565,285,589,328
motorbike 0.85490,527,455,610,524
motorbike 0.81778,337,644,425,717
motorbike 0.81172,780,685,870,719
motorbike 0.70225,145,546,193,606
motorbike 0.65797,138,525,186,589
motorbike 0.52490,346,270,370,306
car 0.99013,240,429,407,550
car 0.95892,215,349,304,423
car 0.93274,334,325,443,424
car 0.81510,346,251,386,281
car 0.74015,289,317,315,353
car 0.70536,760,414,1005,578
person 0.95183,555,413,602,487
person 0.94148,786,638,865,718
person 0.72041,131,487,179,548
person 0.63589,337,604,422,713
person 0.53422,902,541,985,656
