object_probs,left,top,right,bottom
traffic light 0.54066,133,272,149,297
motorbike 0.92302,820,363,866,415
motorbike 0.88418,968,402,1043,452
person 0.56393 motorbike 0.84866,611,313,645,349
motorbike 0.76249,690,348,734,385
motorbike 0.69288,271,413,302,449
motorbike 0.64944,618,327,644,356
car 0.98759,879,285,1009,335
car 0.96883,368,260,428,309
car 0.76843,193,264,234,299
car 0.52659,194,253,229,280
person 0.92683,183,441,222,511
person 0.84027,688,322,731,379
person 0.82528,823,345,864,406
person 0.73749,267,382,302,442
person 0.61138,977,370,1031,442
