object_probs,left,top,right,bottom
motorbike 0.87328,114,565,191,637
person 0.73576 motorbike 0.87188,499,295,524,322
motorbike 0.85902,303,349,329,389
motorbike 0.84105,456,291,476,313
motorbike 0.72575,187,305,210,338
motorbike 0.71958,626,358,670,408
motorbike 0.65539,552,310,575,334
person 0.50951,625,343,668,404
motorbike 0.62546,0,593,44,681
person 0.87526 motorbike 0.52305,453,276,475,303
car 0.96723,627,278,750,337
car 0.85679,332,254,394,295
car 0.82993,212,271,253,293
person 0.83594,112,525,157,595
person 0.77224,301,331,328,375
person 0.70653,614,309,646,350
person 0.54560,551,296,575,325
