object_probs,left,top,right,bottom
motorbike 0.91067,889,381,931,435
motorbike 0.88235,940,418,985,488
motorbike 0.87698,701,457,760,525
motorbike 0.86030,590,637,690,719
motorbike 0.83157,248,359,282,419
motorbike 0.79469,603,287,636,317
motorbike 0.69096,1048,352,1077,419
motorbike 0.63751,633,585,722,655
motorbike 0.56827,1042,307,1067,341
car 0.53504,322,253,361,279
person 0.84988,944,380,985,437
person 0.73166,945,396,985,473
person 0.71215,889,365,929,426
person 0.68841,706,434,759,516
person 0.64636,978,343,1018,395
person 0.60515,656,539,723,612
person 0.58874,892,372,919,408
person 0.54214,601,608,682,717
