object_probs,left,top,right,bottom
truck 0.70585,688,424,873,557
car 0.54679 truck 0.53549,232,252,297,317
motorbike 0.92781,395,271,420,299
motorbike 0.92562,996,417,1042,487
motorbike 0.79377,569,620,659,704
motorbike 0.69687,55,637,201,719
motorbike 0.62303,395,677,496,719
motorbike 0.60574,496,601,567,682
motorbike 0.54895,391,631,505,719
car 0.97618,121,482,369,632
car 0.81147,315,247,376,292
person 0.94974,999,398,1042,474
person 0.94309,403,639,490,719
person 0.81793,1054,349,1075,400
person 0.73884,493,503,569,570
person 0.63894,587,564,636,636
person 0.57577,819,376,850,418
person 0.53600,488,531,575,660
