object_probs,left,top,right,bottom
motorbike 0.94363,961,465,1010,527
motorbike 0.94259,230,330,254,363
motorbike 0.91678,543,607,659,710
motorbike 0.85327,892,435,941,511
motorbike 0.79809,941,358,984,412
motorbike 0.74966,1053,324,1074,369
person 0.57479 motorbike 0.64860,775,291,812,326
person 0.69914 motorbike 0.63458,498,271,517,301
car 0.95436,203,540,494,705
car 0.77791,335,262,380,292
person 0.98098,963,425,1011,515
person 0.93854,895,420,940,493
person 0.83444,944,346,981,403
person 0.82167,228,315,250,351
person 0.81974,557,584,641,695
