object_probs,left,top,right,bottom
car 0.75377 truck 0.51613,201,223,250,279
motorbike 0.98223,661,482,727,548
motorbike 0.86041,17,606,159,709
motorbike 0.85629,807,376,848,433
motorbike 0.83980,915,352,943,391
motorbike 0.83347,862,382,909,435
motorbike 0.70559,945,369,973,411
motorbike 0.62319,1055,371,1076,415
motorbike 0.50618,398,269,422,301
car 0.99613,191,450,409,592
car 0.99037,405,539,689,710
car 0.97246,335,338,417,414
car 0.94903,333,251,383,298
car 0.59035,267,230,298,260
person 0.98262,806,363,848,424
person 0.96430,865,365,909,419
person 0.88327,667,448,723,538
person 0.61423,27,582,109,701
person 0.60142,930,334,956,365
person 0.55386,941,347,974,404
person 0.52269,917,332,944,366
