object_probs,left,top,right,bottom
motorbike 0.90400,831,461,883,519
motorbike 0.85948,558,287,591,317
person 0.87100 motorbike 0.81651,491,272,515,304
motorbike 0.77833,773,424,825,479
motorbike 0.75244,1055,349,1076,393
motorbike 0.74194,995,369,1022,402
motorbike 0.56978,996,349,1026,393
motorbike 0.54699,920,379,961,438
motorbike 0.52800,694,530,766,621
motorbike 0.52126,1061,368,1078,402
car 0.66617,304,248,345,274
person 0.98503,836,421,885,497
person 0.88281,776,402,824,463
person 0.83637,1056,326,1076,375
person 0.79358,559,274,587,310
person 0.77889,921,364,960,427
person 0.75171,995,341,1030,398
person 0.74853,202,440,242,507
person 0.74061,287,611,326,709
person 0.68888,689,502,762,618
person 0.65101,908,337,946,395
person 0.64457,373,238,390,265
person 0.63623,649,482,701,587
