object_probs,left,top,right,bottom
truck 0.67819,696,419,889,559
car 0.60436,708,405,878,545
car 0.54862 truck 0.50036,232,254,297,315
motorbike 0.92554,395,272,420,299
motorbike 0.90220,573,621,658,702
motorbike 0.89189,1001,422,1045,482
motorbike 0.79309,402,679,499,719
motorbike 0.67690,63,632,211,719
person 0.57462 motorbike 0.66814,505,570,585,668
motorbike 0.59026,1055,370,1074,407
car 0.99484,132,479,376,626
car 0.76931,315,246,376,290
person 0.94972,1003,397,1044,467
person 0.85631,1054,347,1075,398
person 0.81287,499,499,573,574
person 0.81104,414,636,511,719
person 0.73085,825,376,855,415
