object_probs,left,top,right,bottom
motorbike 0.95300,715,499,782,577
motorbike 0.88861,931,391,965,433
person 0.53754 motorbike 0.85327,459,271,482,297
motorbike 0.81944,667,467,727,523
motorbike 0.80215,1008,390,1042,429
motorbike 0.73571,848,422,890,479
motorbike 0.72186,469,602,548,676
person 0.71365 motorbike 0.63822,517,273,540,306
motorbike 0.63742,136,525,200,585
person 0.96108,933,363,972,423
person 0.91057,723,466,781,563
person 0.88860,849,397,890,471
person 0.86265,671,439,721,510
person 0.69589,1008,358,1046,423
person 0.67324,493,537,553,627
person 0.61621,533,561,616,689
person 0.61276,846,358,888,415
person 0.60723,509,499,591,576
person 0.55631,1011,353,1040,388
person 0.51940,1006,337,1035,368
