object_probs,left,top,right,bottom
motorbike 0.93619,769,413,821,488
motorbike 0.92441,701,565,784,694
motorbike 0.80637,933,361,971,415
motorbike 0.80181,978,420,1022,473
motorbike 0.73819,638,289,673,321
motorbike 0.62852,249,370,277,405
person 0.69539,244,343,277,403
motorbike 0.55912,745,290,780,326
motorbike 0.55453,1020,351,1047,386
motorbike 0.50872,437,268,453,293
car 0.87954,0,630,238,718
car 0.71839,325,250,367,280
person 0.87177,982,398,1025,465
person 0.85216,772,402,817,474
person 0.82407,934,354,961,387
person 0.78503,728,503,779,575
person 0.78441,1016,332,1046,371
person 0.78418,990,362,1030,412
person 0.62846,993,360,1022,390
