object_probs,left,top,right,bottom
motorbike 0.92468,587,477,650,547
motorbike 0.89227,701,477,758,552
motorbike 0.89169,861,467,913,524
motorbike 0.87735,936,511,998,567
motorbike 0.86751,189,621,317,717
motorbike 0.83035,399,271,421,301
person 0.68197 motorbike 0.81234,1029,327,1055,368
motorbike 0.50018,788,444,850,501
car 0.99403,3,578,172,713
car 0.99256,330,382,444,495
car 0.95331,332,251,382,297
car 0.85398,214,238,267,296
car 0.74512,887,346,1016,444
car 0.64956,265,228,293,256
person 0.98312,864,434,911,507
person 0.96286,704,449,758,532
person 0.96116,942,473,995,551
person 0.92900,588,449,643,540
person 0.79320,800,425,847,487
person 0.77109,776,387,821,440
