object_probs,left,top,right,bottom
motorbike 0.97529,684,521,758,592
motorbike 0.89764,993,381,1033,436
motorbike 0.88010,917,378,959,438
person 0.65867 motorbike 0.83739,456,270,476,298
motorbike 0.72966,424,621,509,697
motorbike 0.72064,831,412,876,489
motorbike 0.70747,638,463,703,527
motorbike 0.58306,115,545,181,602
motorbike 0.50358,445,611,593,709
person 0.96459,920,364,959,428
person 0.92982,992,342,1030,402
person 0.87578,693,484,750,586
person 0.84991,833,396,876,476
person 0.79991,831,362,876,424
person 0.75645,451,552,511,644
person 0.57709,648,446,697,506
person 0.55124,485,514,573,598
person 0.54187,508,271,535,306
