object_probs,left,top,right,bottom
traffic light 0.62931,170,291,187,320
motorbike 0.95854,542,309,572,341
motorbike 0.87961,727,383,778,437
motorbike 0.87604,216,507,262,565
motorbike 0.86039,489,291,513,322
person 0.82671 motorbike 0.84029,609,312,641,349
motorbike 0.77981,35,534,139,644
motorbike 0.70162,297,327,319,357
motorbike 0.65187,701,351,739,381
motorbike 0.62433,614,327,640,355
person 0.71556,295,312,318,352
car 0.98108,695,283,826,336
car 0.89938,336,255,404,300
car 0.76290,205,269,245,288
person 0.81424,206,469,257,532
person 0.80655,728,356,776,428
person 0.75745,541,297,567,326
person 0.61263,698,325,742,373
