object_probs,left,top,right,bottom
motorbike 0.87614,754,441,804,498
motorbike 0.85941,971,421,1012,475
motorbike 0.74027,249,368,278,410
motorbike 0.72462,1013,349,1039,384
motorbike 0.71713,923,363,963,418
motorbike 0.70075,629,290,666,322
motorbike 0.63177,735,292,776,327
motorbike 0.60392,435,267,453,293
motorbike 0.60102,683,572,769,700
motorbike 0.54524,931,387,957,423
car 0.81482,0,641,220,718
car 0.62002,323,252,363,280
car 0.52791,1059,293,1078,326
person 0.97127,971,393,1015,469
person 0.83846,703,517,773,594
person 0.78477,1005,330,1041,384
person 0.77021,929,356,957,386
person 0.75595,756,414,804,491
person 0.69569,432,256,451,285
person 0.68600,245,346,277,406
person 0.61914,984,369,1016,408
