object_probs,left,top,right,bottom
motorbike 0.93511,509,499,585,571
motorbike 0.91199,590,515,661,601
motorbike 0.89229,403,648,498,719
motorbike 0.86875,122,621,257,717
motorbike 0.83183,737,491,804,583
motorbike 0.77077,991,417,1026,453
person 0.73347 motorbike 0.72911,234,271,254,302
motorbike 0.59551,392,253,415,278
person 0.90803,993,381,1031,440
person 0.88077,755,425,809,521
person 0.74499,511,475,558,552
person 0.73517,599,489,657,586
person 0.60278,410,254,429,284
person 0.54764,422,585,468,657
