object_probs,left,top,right,bottom
motorbike 0.92025,608,556,683,637
motorbike 0.89510,398,272,420,300
motorbike 0.87731,417,531,507,622
motorbike 0.70301,752,527,817,592
motorbike 0.59094,951,368,984,401
motorbike 0.57478,869,361,973,414
motorbike 0.57110,697,509,749,567
motorbike 0.56580,1068,368,1078,407
car 0.99865,274,417,436,542
car 0.94165,331,251,380,295
car 0.92121,823,382,966,480
car 0.84187,221,244,281,304
person 0.89338,419,519,503,606
person 0.82085,621,513,678,600
person 0.79550,690,426,738,482
person 0.76537,956,346,986,391
person 0.74375,767,485,820,554
person 0.69795,955,339,980,372
person 0.53686,778,579,852,694
